date,open,high,low,close,adj_close,volume,EMA_8,EMA_21,RSI_14,BBL,BBM,BBU,MACD,MACD_H,MACD_S
2018-03-21,270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,256.7062072753906,78709600,272.6199886322788,,38.65197098396459,,,,,,0.0
2018-03-22,267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,250.28927612304688,148785900,270.63110525349117,,26.10034749570596,,,,,,0.0
2018-03-23,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,244.9544677734375,183534800,267.8353013733751,,20.221216316013912,,,,,,0.0
2018-03-26,262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,251.6562042236328,141956100,267.22967559075005,,38.85426664155599,261.451458178515,271.60599822998046,281.7605382814459,,,0.0
2018-03-27,266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,247.37509155273438,129941400,265.756415704698,271.0819033668155,33.47554703583706,259.7375655210021,270.9144989013672,282.0914322817323,-5.325487662117496,-1.3618838870554804,-3.9636037750620154
2018-03-28,260.75,262.6400146484375,258.5799865722656,259.8299865722656,246.6441192626953,146452300,264.4394314530464,270.0590018400382,32.644618512369014,258.1085114418374,270.32349853515626,282.53848562847514,-5.619570386991825,-1.324773289543847,-4.294797097447978
2018-03-29,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,249.79568481445312,111601600,264.1528897738104,269.43091020880604,39.60537236938817,257.5113835717811,270.0959976196289,282.68061166747674,-5.278020434995653,-0.786578670038141,-4.4914417649575125
2018-04-02,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,244.40394592285156,186286300,262.6678034286754,268.3435548462512,33.27051406767756,255.7206606859849,269.51549835205077,283.31033601811663,-5.675751417575782,-0.9474477220946156,-4.728303695481166
2018-04-03,258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,247.53643798828125,119956900,262.246066892008,267.6550488614713,39.341048723434234,254.6784284714753,268.9444976806641,283.2105668898528,-5.408981969463298,-0.5445426191857052,-4.864439350277593
2018-04-04,256.75,264.3599853515625,256.6000061035156,263.55999755859375,250.18490600585938,123715300,262.53805148458264,267.2827714703006,43.98108859142333,254.14498877465866,268.47849731445314,282.8120058542476,-4.74471998571795,0.09577549164771426,-4.840495477365664
2018-04-05,265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,252.1593780517578,82652600,263.2273766321059,267.1334299410403,47.22241228557888,253.88374200986328,268.12149810791016,282.35925420595703,-3.9060533089343608,0.7475537347450434,-4.653607043679404
2018-04-06,263.4200134277344,265.1099853515625,258.0,259.7200012207031,246.53973388671875,179521200,262.4479598740164,266.45948187555507,40.10911039948033,252.98472057736862,267.40249786376955,281.82027515017046,-4.011522001538651,0.5136680337126025,-4.525190035251254
2018-04-09,261.3699951171875,264.8399963378906,259.94000244140625,261.0,247.75479125976562,105442900,262.12619101312384,265.9631653414137,42.13858521946578,252.89078210839233,266.50899810791014,280.12721410742796,-3.836974328289841,0.55057256556913,-4.387546893858971
2018-04-10,264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,251.6941375732422,103529000,262.7981472094262,265.8892406646019,48.26025341551987,253.4472893905018,265.84049835205076,278.2337073135997,-3.0910934551757236,1.0371627509465977,-4.128256206122321
2018-04-11,263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,250.374755859375,91140200,263.01189444413706,265.6956742192404,46.48625839152065,253.8869154740131,265.1924987792969,276.4980820845807,-2.6837797751033463,1.15558114481518,-3.8393609199185263
2018-04-12,265.260009765625,267.0,265.05999755859375,265.92999267578125,252.4345703125,68890500,263.6603607178358,265.7169758971078,49.60095845373995,254.4527336521374,264.7239990234375,274.9952643947376,-2.0566151792720007,1.4261965925172206,-3.4828117717892213
2018-04-13,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,251.6941375732422,85079200,263.991390313091,265.6654320788693,48.508042030213566,255.16038919283335,264.2314987182617,273.3026082436901,-1.67404176577827,1.447016004808761,-3.121057770587031
2018-04-16,267.0,268.20001220703125,266.07000732421875,267.3299865722656,253.7635040283203,63405300,264.7333005929076,265.81675521463256,51.71058262915063,255.95773048275674,263.88799743652345,271.81826439029015,-1.083454621724968,1.6300825190896506,-2.7135371408146187
2018-04-17,269.3299865722656,270.8699951171875,268.75,270.19000244140625,256.4783630371094,64682000,265.9459010036851,266.21432314433923,55.61114537648741,255.99434140416173,263.872998046875,271.7516546895883,-0.2684221406541383,1.9560920001283844,-2.2245141407825226
2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,256.6683044433594,57303900,266.93348181363007,266.59393146289364,55.87954876306493,256.068927710307,263.8449981689453,271.62106862758367,0.33955035073643103,2.051251593215163,-1.7117012424787321
2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,255.244384765625,77655900,267.3682668880317,266.80266629794306,53.277717639650604,256.23993244435036,263.76799926757815,271.29606609080594,0.5656005900886498,1.8218414660539057,-1.256240875965256
2018-04-20,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,253.0801239013672,99953100,267.19975987992746,266.78514984827206,49.50455741256879,256.28091756025697,263.91499786376954,271.5490781672821,0.4146100316553998,1.3366807260965246,-0.9220706944411249
2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,253.0421142578125,65558000,267.05981486754774,266.76559143699444,49.438443928312935,257.1467422078565,264.340998840332,271.53525547280753,0.294223430553302,0.9730352999955416,-0.6788118694422396
2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,249.63430786132812,112885500,266.15319178283227,266.42144775966113,43.78368030271821,257.02512875754064,264.2345001220703,271.44387148659996,-0.26825597682886837,0.328444714090697,-0.5967006909195653
2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,250.2513427734375,103840900,265.59248358282787,266.16768022540214,45.010081857462524,257.37355636078155,264.38600006103513,271.3984437612887,-0.5751966425742694,0.017203238676236854,-0.5923998812505062
2018-04-26,264.7900085449219,267.25,264.2900085449219,266.30999755859375,252.7952880859375,67731900,265.75193113299804,266.1806181647832,49.866410760573956,257.99124098288524,264.7100006103516,271.4287602378179,-0.42868703178515943,0.13097027957227747,-0.5596573113574369
2018-04-27,267.0,267.3399963378906,265.5,266.55999755859375,253.0326385498047,57053600,265.9315014497971,266.21510720058416,50.3072790694214,258.15536047501706,264.88050079345703,271.605641111897,-0.2836057507870464,0.22084124845631237,-0.5044469992433588
2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,251.086669921875,82182300,265.61561440887,266.0600983428606,46.682123598369806,259.47285289251045,265.2325012207031,270.9921495488958,-0.44448393399062525,0.047970452202186875,-0.4924543861928121
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,251.53282165527344,74203400,265.4743692038607,265.96190858317584,47.614179483704405,260.07569624260594,265.44300231933596,270.810308396066,-0.48753937931513747,0.003932005502139735,-0.4914713848172772
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,249.8431396484375,86368900,264.96895653789863,265.7108270944354,44.445336570240535,260.0287724527594,265.4250030517578,270.8212336507562,-0.7418705565367532,-0.20031933737558072,-0.5415512191611724
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,249.29257202148438,136311500,264.44696511107395,265.42984236923104,43.431027568534866,259.7359516706371,265.2740020751953,270.8120524797535,-0.9828772581570888,-0.35306083119673315,-0.6298164269603557
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,252.52001953125,91222100,264.79652597831796,265.4834920641802,50.5545162905046,260.7027675355194,265.58900146484376,270.4752353941681,-0.6869660858622524,-0.045719727121517395,-0.641246358740735
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,253.37437438964844,55304900,265.26841207818825,265.6140849154124,52.268018813199596,261.4752540825806,265.88500213623047,270.29475018988035,-0.34567283722412867,0.2364588172132851,-0.5821316544374138
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,253.37437438964844,67499200,265.6354346003096,265.7328056892598,52.2680188131996,261.55482784541215,265.97350311279297,270.3921783801738,-0.0973710889501831,0.38780845238978456,-0.48517954133996766
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,255.8234100341797,59666100,266.4942269113519,266.0752778993271,57.19911413970208,261.7036908139267,266.26050262451173,270.81731443509676,0.41894901202482515,0.7233028426918342,-0.3043538306670091
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,258.21551513671875,72063900,267.7221740452008,266.61570618244934,61.39430041716159,261.3367476296902,266.56500244140625,271.7932572531223,1.1064678627514581,1.1286573547347738,-0.022189491983315657
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,259.0033874511719,59871500,268.8616922803819,267.1824607207281,62.6914207670996,261.06739546241874,266.9500030517578,272.83261064109684,1.679231559653772,1.36113684130967,0.3180947183441019
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,259.1268310546875,54790600,269.77687421503657,267.70951074487357,62.901672936099786,260.75997834139764,267.2325042724609,273.7050302035242,2.067363470163002,1.39941500145512,0.667948468707882
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,257.3421936035156,87036100,270.0709035235875,268.0177375956592,57.82658774816582,260.70591144088036,267.2780044555664,273.8500974702525,2.053165927928319,1.1081739673763495,0.9449919605519694
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,258.4244079589844,53942600,270.55292279265143,268.40157874463335,59.93737773165781,260.5660231895256,267.3705032348633,274.174983280201,2.1513440480180748,0.9650816699728841,1.1862623780451906
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,258.2060546875,56536400,270.8767198977567,268.72961792835986,59.29263880079486,260.4382043499072,267.52650299072263,274.61480163153806,2.1471019693968287,0.7686716730813103,1.3784302963155184
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,257.560546875,64368000,270.9774458254253,268.9660150778058,57.328928427967206,260.49076314705843,267.7625030517578,275.03424295645715,2.0114307476194995,0.5064003610431849,1.5050303865763146
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,259.49700927734375,58025900,271.5091234458169,269.3663768995678,61.45329158383905,260.44013527381685,268.1025024414063,275.7648696089957,2.1427465462491,0.5101729277382281,1.632573618510872
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,258.77557373046875,52966400,271.7537594248715,269.6612503952037,59.15916562554644,261.06809453905714,268.584001159668,276.09990778027884,2.092509029667781,0.3679483289255272,1.7245607007422536
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,259.4875183105469,64694200,272.1106985196917,269.99749902759993,60.717628917271725,261.6457000835771,269.0705001831055,276.4953002826339,2.1131994920917805,0.3109110330796214,1.802288459012159
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,258.95599365234375,76043800,272.2638739137533,270.25227073354256,58.910035265123135,261.91113532728934,269.3949996948242,276.87886406235907,2.0116031802107273,0.1674517769588546,1.8441514032518727
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,258.33892822265625,56374800,272.23856724324907,270.42479102108274,56.7964722821105,262.218955112432,269.67449951171875,277.1300439110055,1.8137762221663252,-0.024300144868438123,1.8380763670347633
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,255.36776733398438,115908600,271.52332763667636,270.2970817476818,47.886792773032454,262.839823138742,269.8999984741211,276.9601738095002,1.2262458889945833,-0.4894643824321441,1.7157102714267274
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,258.77557373046875,69678400,271.76480712887326,270.50734571167095,56.34549052512111,263.5225532318133,270.2814971923828,277.0404411529523,1.2574614172023075,-0.36659908337953606,1.6240605005818436
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,257.1903381347656,93519900,271.581517198325,270.54667814164685,52.10841439041984,264.78745466308646,270.6684967041016,276.5495387451167,1.0348390566781518,-0.47137715512295353,1.5062162118011053
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,259.7154235839844,71258400,272.03007028836737,270.82425341090766,57.58021716904855,266.5818470447758,271.21749725341795,275.85314746206006,1.2058168774597107,-0.24031946747311594,1.4461363449328266
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,260.94940185546875,45385200,272.66783109017115,271.19477527323284,59.98635790573212,267.43930259921154,271.66149749755857,275.8836923959056,1.473055816938313,0.021535577604389067,1.451520239333924
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,261.1392822265625,51135000,273.2083144264699,271.54979625780396,60.35892111178782,268.21320130741555,272.0704971313477,275.9277929552798,1.6585181686659212,0.16559834346559765,1.4929198252003235
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,263.32257080078125,62732200,274.13979875313976,272.08163240677493,64.45716378896668,268.837158730899,272.59449615478513,276.3518335786713,2.0581663463648283,0.45219721693160375,1.6059691294332246
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,263.2940368652344,72969400,274.8576201673726,272.56239265317606,64.36369730093416,268.95677122573284,272.98799591064454,277.01922059555625,2.29522751419654,0.5514067078106524,1.7438208063858878
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,264.0724182128906,72139700,275.59814956160227,273.07399354301515,65.82258794446292,268.6759121921349,273.29649658203124,277.9170809719276,2.524156018587121,0.6242681697609864,1.8998878488261344
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,264.4236755371094,58892500,276.25633800537815,273.572721180795,66.48920703843756,268.40540025732207,273.58199615478514,278.7585920522482,2.6836168245831686,0.6269831806056274,2.0566336439775412
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,264.7654113769531,72329000,276.84826587701286,274.05883865778947,67.16039905280748,268.1914419977424,273.87899627685545,279.5665505559685,2.7894272192233984,0.5862348601966856,2.203192359026713
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,263.9205017089844,79070600,277.11087318863156,274.41985321429013,63.76044082963406,268.4078983700195,274.22549591064455,280.0430934512696,2.6910199743414296,0.3902620922517732,2.3007578820896564
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,264.5850524902344,77097600,277.47068158811965,274.81168573902085,65.2504950663536,268.48016645991646,274.5499969482422,280.61982743656796,2.658995849098801,0.28659037360731565,2.3724054754914854
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,264.2474670410156,120041600,277.39497565360693,275.02244202482007,59.253497533505126,268.75537361656353,274.8059967041016,280.8566197916396,2.3725336287868686,0.00010252263630627922,2.3724311061505623
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,263.7040100097656,52917600,277.20942496582626,275.16221980061766,57.235327688221425,269.2001225044046,275.06749725341797,280.93487200243135,2.047205165208595,-0.2601807527535738,2.307385917962169
2018-06-19,274.0,275.75,273.5299987792969,275.5,262.6932678222656,97531500,276.8295527511982,275.1929270914706,53.58055758621653,269.359268292682,275.1739974975586,280.98872670243526,1.6366256597275992,-0.5366082065876561,2.1732338663152553
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,263.14141845703125,53785500,276.6385412999771,275.2635701941281,54.95406282718066,269.6462457089942,275.3419982910156,281.03775087303706,1.3749711058489993,-0.638610208373005,2.0135813142220043
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,261.4917907714844,71061400,276.1055299520655,275.17051747051414,49.18509074794583,269.7413473353748,275.38599853515626,281.0306497349377,0.9350124815513823,-0.8628550661364978,1.79786754768788
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,261.9685974121094,54898500,275.8020766814676,275.13137863086513,50.792891772903026,269.960096888724,275.4829986572266,281.0059004257291,0.670698050602482,-0.9017355976683186,1.5724336482708006
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,258.40240478515625,137854200,274.73494853003035,274.7557987553319,40.476473125717575,269.735085219902,275.42549896240234,281.1159127049027,-0.020850225301558112,-1.274627098857887,1.2537768735563288
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,258.97454833984375,68547400,274.0382946574715,274.4689085142577,42.49440276994657,270.3821064145711,275.5544998168945,280.7268932192179,-0.4306138567861808,-1.3475125842740079,0.9168987274878271
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,256.82916259765625,105110700,272.9964527565924,274.00355374964477,37.37716853838359,269.6538310958236,275.39150085449216,281.12917061316074,-1.0071009930523473,-1.5391997764321395,0.5320987833797922
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,258.2975769042969,76650500,272.52835539922467,273.7205047404441,42.482553119614906,269.64312930374666,275.3890014648438,281.1348736259409,-1.1921493412194195,-1.3793984996793693,0.18724915845994988
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,258.6694030761719,97592500,272.2509428170185,273.49864056215796,43.7335430646341,269.2864240131296,275.2730010986328,281.259578184136,-1.247697745139476,-1.1479575228795407,-0.09974022225993531
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,259.22247314453125,63554800,272.16406338025047,273.3496719066493,45.62758052760461,268.9432271119165,275.1210006713867,281.2987742308569,-1.1856085263988234,-0.8686946433111105,-0.31691388308771296
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,258.30706787109375,42187100,271.8831590505247,273.1269739057252,43.04476466138043,268.4511212693199,274.91100006103517,281.3708788527504,-1.243814855200526,-0.7415207776902504,-0.5022940775102755
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,260.4143371582031,56925900,272.15578711742194,273.1254294917104,50.05405642577234,268.3000200671194,274.6964996337891,281.09297920045873,-0.969642374288469,-0.37387863742255467,-0.5957637368659143
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,262.616943359375,66493700,272.8811707419358,273.33402803134896,56.13129946205366,268.3156593462333,274.59900054931643,280.88234175239955,-0.45285728941314574,0.11432515796221487,-0.5671824473753606
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,264.981689453125,50550400,273.99646477627994,273.7491158372703,61.54151142533135,268.3348037682764,274.5845001220703,280.83419647586425,0.24734893900961197,0.6516251091079781,-0.4042761700983661
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,265.9352111816406,51966800,275.0861379141031,274.21737747901705,63.49644110872503,268.30460056465813,274.6014999389648,280.8983993132715,0.8687604350860738,1.018429284147552,-0.1496688490614781
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,263.9900207519531,77054700,275.4803262335385,274.45761455833934,57.11781450115724,268.43599974443373,274.4984985351563,280.5609973258788,1.0227116751991616,0.9379044194085118,0.08480725579064985
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,266.3833312988281,60124700,276.3446970965716,274.9041946091437,62.15527094548115,268.31205819556965,274.5654983520508,280.8189385085319,1.4405024874279206,1.0845561853098167,0.355946302118104
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,266.5931091308594,48216000,277.06587470575363,275.3301765844843,62.57030623900416,268.2240324886016,274.6084976196289,280.9929627506562,1.7356981212693086,1.1038014553209636,0.6318966659483449
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,266.3547668457031,48201000,277.57123506845073,275.6947056529758,61.74168189804546,268.0793791877519,274.7189971923828,281.3586151970137,1.87652941547492,0.99570619962126,0.88082321585366
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,267.43218994140625,52315500,278.21540532450683,276.1288234318601,64.05859352488515,267.83120550059033,274.9144973754883,281.99778925038623,2.086581892646734,0.9646069414344594,1.1219749512122748
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,267.9948425292969,44593500,278.8475369320817,276.5771119888359,65.24215314496277,267.59470611300446,275.19249725341797,282.7902883938315,2.270424943245814,0.9187599936268314,1.3516649496189828
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,266.98406982421875,61412100,279.10363983606356,276.88828362621445,61.334295919894146,267.5013481241263,275.3939971923828,283.2866462606393,2.2153562098491193,0.6909530081841091,1.5244032016650102
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,266.6789245605469,82337700,279.2317182448897,277.14207535799324,60.162701038527416,267.5685069541651,275.66599731445314,283.76348767474116,2.0896428868964563,0.45219174818515673,1.6374511387112995
2018-07-23,279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,267.17474365234375,47047600,279.4468946809211,277.42006961699667,61.45133003669419,267.60816003892677,275.9389984130859,284.2698367872451,2.0268250639244343,0.3114991401705076,1.7153259237539267
2018-07-24,281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,268.51922607421875,68026900,279.9275814966192,277.80097104741174,64.77812724080982,268.1116911042493,276.46949768066406,284.8273042570788,2.126610449207476,0.3290276203628393,1.7975828288446367
2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,270.80767822265625,78882900,280.83478777862047,278.36542911270385,69.58912684741455,268.4176171927394,277.08999786376955,285.7623785347997,2.469358665916616,0.5374206696575832,1.9319379962590326
2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,270.1688537597656,57919500,281.3915007917916,278.81766249681175,66.84414922759983,269.49723842314626,277.7894973754883,286.0817563278303,2.5738382949798506,0.5135202389766542,2.0603180560031964
2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,268.3380432128906,76768700,281.3978369331122,279.0542398541683,59.59025521171217,270.54762494248416,278.3159973144531,286.08436968642206,2.343597078943901,0.2266232183525636,2.1169738605913375
2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,266.9363708496094,63742500,281.0760981050942,279.1356737044286,54.696188497799625,271.6999378373952,278.74949798583987,285.7990581342845,1.94042440066562,-0.14123956794057424,2.081663968606194
2018-07-31,280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,268.252197265625,68570500,281.13251776446566,279.33515669241376,58.16936684494561,272.8856915010994,279.222998046875,285.56030459265054,1.797361072051899,-0.22744231724343633,2.0248033892953354
2018-08-01,281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,267.8041076660156,53853300,281.07195500604274,279.4737774796091,56.57841950428772,274.71123524327226,279.7209976196289,284.7307599959856,1.5981775264336306,-0.34130069028936383,1.9394782167229945
2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,269.2629699707031,63426400,281.3648571487971,279.7388899495026,60.377582147530426,276.1242398328078,280.1849990844727,284.24575833613756,1.6259671992945073,-0.25080881394278975,1.876776013237297
2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,270.4167175292969,53935400,281.8615569165123,280.08990050895835,63.12533450020098,276.92512659278225,280.59399871826173,284.2628708437412,1.7716564075539623,-0.08409568454666783,1.85575209210063
2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,271.4083557128906,39400900,282.4789919680513,280.503547248911,65.34958810842802,277.07083486606336,280.9309997558594,284.7911646456554,1.9754447191402846,0.0957541016317236,1.879690617508561
2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,272.3046875,43196600,283.1681018800989,280.9650417328523,67.27113010890628,277.0090778146673,281.26499938964844,285.52092096462957,2.2030601472466174,0.258695623790445,1.9443645234561724
2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,272.19024658203125,42114600,283.6774106745387,281.3736735257819,66.76214492908728,277.57746518333704,281.6949996948242,285.8125342063114,2.3037371487567952,0.2874981002404984,2.016239048516297
2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,271.81842041015625,35717000,283.9868765966898,281.70970387109435,65.03978638389253,277.75246019904347,281.9800003051758,286.2075404113081,2.277172725595449,0.2087469416633212,2.0684257839321276
2018-08-10,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,269.99713134765625,77076000,283.8031270556719,281.8415493066411,57.24976042959372,278.0562421342408,282.1585006713867,286.26075920853265,1.9615777490307664,-0.08547842792108895,2.0470561769518554
2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,268.9864807128906,65732900,283.4246557329705,281.8650453790843,53.42536619749648,278.41363551978003,282.29650115966797,286.1793667995559,1.559610353886228,-0.38995665845250205,1.94956701233873
2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,270.7027893066406,43842000,283.5302864359736,282.0500406988479,58.495646949475685,278.6219936791699,282.468000793457,286.3140079077441,1.4802457371256992,-0.3754570201704248,1.855702757296124
2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,268.68133544921875,102925400,283.1413336233788,282.0254914334342,51.39851162597556,278.70023915657254,282.5040008544922,286.3077625524118,1.1158421899446012,-0.5918884538812184,1.7077306438258195
